NO,시군구,단지명,도로명,위도,경도,bus_count_300m,CCTV 300m 카메라 대수,300m 학교 수,반경 300m 가로등 개수,,bus_count_500m,CCTV 카메라 대수,500m 학교 수,반경 500m 가로등 개수
2230,서울특별시 구로구 구로동,중앙오피스텔,시흥대로161길 28,37.47966779,126.8978078,3,71,1,0,,10,283,1,0
2232,서울특별시 금천구 시흥동,시흥사거리역 더 케렌시아,시흥대로54길 45,37.45341168,126.9023721,17,116,1,0,,28,373,1,0
2241,서울특별시 강서구 방화동,에어팰리스,개화동로27가길 33,37.56269709,126.8075153,5,62,2,10,,14,153,2,15
2245,서울특별시 영등포구 영등포동2가,라온펠리체,영등포로 245-1,37.51937137,126.9088715,7,115,0,7,,16,257,0,88
2269,서울특별시 금천구 독산동,TERRASIUM,벚꽃로12길 9,37.4650491,126.8908738,0,67,1,0,,4,147,1,0
2271,서울특별시 금천구 독산동,어반팰리스,두산로 5-8,37.47094794,126.8887694,4,46,0,0,,14,137,1,0
2281,서울특별시 영등포구 영등포동7가,(94-186),버드나루로7길 12-22,37.52412563,126.9089073,2,82,0,40,,11,219,2,121
2282,서울특별시 강서구 공항동,크라운타워,남부순환로 1,37.56129468,126.80839,6,58,1,10,,17,136,2,10
2283,서울특별시 강서구 방화동,에어포스빌,개화동로 551,37.563612,126.8069316,3,54,1,6,,12,151,2,18
2285,서울특별시 마포구 공덕동,블레스하임-ll,만리재로 94,37.54865022,126.9597885,0,123,0,0,,2,343,8,0
2287,서울특별시 은평구 응암동,위산 일리온시티,은평로 116,37.59989713,126.9207088,6,99,18,0,,12,275,19,0
2288,서울특별시 은평구 응암동,제니더플래인엣명지,백련산로 9,37.5865646,126.922591,0,112,7,0,,0,276,31,0
2289,서울특별시 마포구 서교동,엠제이 더퍼스트 마포한강,양화로7길 3,37.55102316,126.9151585,6,51,0,0,,15,180,2,0
2290,서울특별시 서대문구 합동,충정로대우디오빌,서소문로 37,37.5608122,126.9656125,7,79,1,8,,13,265,18,19
2291,서울특별시 서대문구 합동,SK리쳄블,서소문로 45,37.56130198,126.9662165,7,67,1,10,,15,244,17,20
2295,서울특별시 마포구 성산동,상암 수린나 오피스텔,월드컵로34길 18,37.56525346,126.9042585,4,33,1,27,,8,139,2,68
2298,서울특별시 강서구 등촌동,까사지오,공항대로59길 80-6,37.55502639,126.8635435,4,39,1,0,,7,123,3,0
2301,서울특별시 강서구 등촌동,대룡드림타워-1,강서로 462,37.56662394,126.8414197,5,42,0,0,,11,76,3,0
2303,서울특별시 강서구 화곡동,더프라임,화곡로42길 20,37.54625006,126.8464611,2,119,1,0,,6,256,2,0
2304,서울특별시 강서구 화곡동,(918-2),강서로7길 20-32,37.53022873,126.8453357,5,96,0,1,,7,313,0,12
2311,서울특별시 강서구 화곡동,청솔펠리스,곰달래로 82,37.53008293,126.8418453,8,99,0,0,,12,430,1,0
2324,서울특별시 관악구 신림동,런던오피스텔,난곡로63길 28,37.48098223,126.9129514,7,106,0,0,,13,261,6,0
2325,서울특별시 관악구 신림동,노블리오피스텔,조원로22길 35,37.48308552,126.9137763,8,105,0,0,,14,306,1,53
2328,서울특별시 송파구 잠실동,쌍용 더 플래티넘 잠실,백제고분로7길 49,37.51102992,127.0841556,4,53,0,0,,7,127,9,0
2329,서울특별시 서초구 양재동,트윈타워,마방로10길 15,37.47687708,127.0439264,2,120,0,2,,7,362,0,8
2337,서울특별시 송파구 삼전동,한영해시안 오피스텔,삼학사로 23,37.49935029,127.09629,0,55,4,0,,4,129,4,5
2338,서울특별시 서초구 방배동,방배스카이,사평대로2길 19-20,37.49679768,126.9859565,2,110,0,34,,6,249,6,70
2344,서울특별시 관악구 봉천동,(1687-20),남부순환로 1935-5,37.47711853,126.9646137,3,114,3,0,,5,317,4,0
2346,서울특별시 관악구 봉천동,IP TOWER,청룡1길 37,37.48118592,126.9483683,4,117,0,0,,13,360,1,0
2347,서울특별시 영등포구 당산동,(121-231),국회대로55길 18,37.52675997,126.9080787,5,89,1,43,,11,175,2,125
2348,서울특별시 영등포구 당산동,(121-162),국회대로55길 10,37.52606414,126.9083282,6,86,1,54,,12,184,2,123
2349,서울특별시 강남구 삼성동,청담역 푸르지오시티,영동대로 647,37.51972894,127.0566303,5,50,4,0,,10,163,5,30
2353,서울특별시 동작구 사당동,이수오피스텔,동작대로17길 6-6,37.48305315,126.9812786,3,123,0,0,,5,305,0,0
2354,서울특별시 영등포구 당산동2가,씨티타워,영등포로22길 3,37.52106642,126.8941633,5,66,2,0,,7,204,2,0
2357,서울특별시 송파구 방이동,효성올림픽카운티,백제고분로 497,37.5149227,127.1144859,3,52,0,0,,10,133,0,0
2371,서울특별시 송파구 방이동,올림픽파크존오피스텔,오금로11길 59,37.51529363,127.1135717,4,61,0,0,,9,132,0,0
2374,서울특별시 용산구 문배동,용산 더힐 센트럴파크뷰,청파로 205-6,37.53822133,126.9704353,6,93,0,39,,15,245,1,51
2378,서울특별시 도봉구 창동,북한산 파크,도봉로106길 71,37.64501519,127.0366741,0,0,0,0,,4,0,2,0
2379,서울특별시 광진구 중곡동,리아리움더언타워,천호대로109길 9,37.55740381,127.0807754,5,34,1,0,,8,91,1,0
2383,서울특별시 동대문구 신설동,청광플러스원청계,청계천로 425,37.57174684,127.0247665,0,40,0,0,,7,142,3,0
2386,서울특별시 동대문구 신설동,동대문 프라임시티,왕산로 18,37.57605584,127.0256476,9,63,6,0,,18,203,6,0
2394,서울특별시 도봉구 창동,월가타워,마들로11가길 6-25,37.65223414,127.049045,1,0,0,24,,5,1,1,24
2396,서울특별시 중구 중림동,쌍용 더 플래티넘 서울역,청파로 454,37.56001646,126.968591,4,87,0,19,,18,227,13,24
2397,서울특별시 광진구 화양동,건대 트레비앙 오피스텔,광나루로 374,37.54756822,127.0712995,6,31,1,0,,13,113,1,0
2406,서울특별시 용산구 문배동,G&P 용산파크,청파로 201-17,37.53779887,126.969443,6,99,0,38,,14,259,2,58
2407,서울특별시 종로구 내수동,용비어천가,새문안로3길 36,37.57342046,126.9732551,3,32,0,0,,12,83,1,0
2410,서울특별시 중구 흥인동,동대문 와이즈 캐슬,퇴계로75길 7,37.5658415,127.0154683,3,132,20,0,,4,369,79,0
2411,서울특별시 중랑구 상봉동,미래오피스텔,봉우재로37길 5,37.5934163,127.0881856,3,138,0,0,,9,357,1,0
2412,서울특별시 중구 저동2가,제이매크로 타워,을지로12길 28,37.56513468,126.9905534,7,84,0,0,,12,170,0,14
2415,서울특별시 용산구 문배동,용산씨제이나인파크,백범로90다길 12,37.53608446,126.9691707,1,97,0,54,,16,271,2,58
2416,서울특별시 용산구 문배동,지오베르크,백범로 346,37.53744061,126.9673619,6,120,1,19,,15,357,1,57
2419,서울특별시 동대문구 장안동,현대썬앤빌601,장한로 91,37.56918006,127.0693602,0,83,1,0,,2,200,2,0
2427,서울특별시 동대문구 장안동,오르트 장안 센트럴,장한로26가길 33,37.57015206,127.0714692,0,65,0,0,,0,180,2,18
2428,서울특별시 도봉구 창동,파크힐아파트,덕릉로 276,37.64168222,127.041193,0,0,1,0,,0,0,1,0
2429,서울특별시 도봉구 창동,하이팰리스,덕릉로63가길 88,37.6423401,127.0356997,0,2,0,0,,2,52,0,0
2431,서울특별시 광진구 구의동,(199-14),광나루로54길 20,37.54017318,127.0953162,5,23,0,10,,18,66,3,76
2435,서울특별시 성동구 도선동,렉스오피스텔,무학로2길 30,37.56322844,127.0329866,2,182,1,6,,7,457,1,19
2438,서울특별시 동대문구 신설동,신설동주상복합,하정로5길 13,37.575746,127.0256097,9,66,6,0,,18,196,9,0
2440,서울특별시 중구 황학동,청계아델리아 II,마장로 113,37.56831178,127.0226269,2,80,0,0,,8,237,41,0
2443,서울특별시 중랑구 신내동,금강리빙스텔,신내로 211,37.61632566,127.0926774,5,10,1,33,,6,48,2,65
2444,서울특별시 중구 오장동,코발트팰리스,퇴계로45길 32-37,37.56409611,126.9998981,0,100,1,0,,5,249,2,0
2445,서울특별시 성동구 성수동1가,이에스에이리버하우스,광나루로 190,37.55054735,127.0509866,2,75,0,51,,6,168,0,108
2450,서울특별시 성북구 동선동3가,엔젤오피스텔,동소문로28길 34,37.59537214,127.0205817,1,95,21,0,,6,232,21,0
2458,서울특별시 용산구 한남동,디에스오피스텔,독서당로20길 18,37.53329217,127.0088676,2,86,0,22,,6,265,1,143
2464,서울특별시 관악구 봉천동,덕산스테이트,관악로13길 16,37.47944635,126.9513486,6,100,0,0,,13,290,2,0
2465,서울특별시 관악구 봉천동,봉천동오피스텔,관악로15길 48,37.48057472,126.9497301,8,96,0,0,,13,309,1,0
2468,서울특별시 관악구 봉천동,리치타워,남부순환로226길 40,37.47892803,126.9534395,6,88,0,0,,14,334,2,0
2473,서울특별시 서초구 양재동,트윈타워,마방로10길 25,37.47659024,127.0442928,2,105,0,1,,5,375,5,6
2484,서울특별시 관악구 신림동,로데오오피스텔,신림동5가길 16,37.48671298,126.9262941,2,192,0,0,,11,489,0,0
2485,서울특별시 강남구 역삼동,리에바움 오피스텔,언주로98길 30,37.50462055,127.0441329,2,94,0,0,,2,221,4,0
2493,서울특별시 동작구 신대방동,동작 협성휴포레 시그니처,시흥대로 606,37.48632647,126.9052172,2,88,1,73,,13,329,2,123
2494,서울특별시 서초구 서초동,강남역리가스퀘어,서초대로73길 42,37.50112362,127.0243691,18,121,1,0,,28,266,2,0
2497,서울특별시 금천구 독산동,우정오피스텔,범안로17길 23,37.46756841,126.894044,2,87,2,0,,9,225,2,0
2499,서울특별시 금천구 독산동,미림에이클래스,두산로3길 17,37.47108383,126.8884986,4,41,0,0,,15,113,1,0
2502,서울특별시 구로구 오류동,원타워3차,경인로 220,37.49639256,126.8454136,4,108,0,1,,8,304,1,35
2508,서울특별시 구로구 구로동,종인아네스트,공원로7길 11,37.50190997,126.8884604,0,119,1,0,,1,300,7,9
2510,서울특별시 구로구 구로동,한라빌리언스 오피스텔,디지털로 316,37.48640609,126.897517,3,83,1,6,,10,282,3,28
2511,서울특별시 구로구 구로동,스페스큐브,가마산로 232,37.49378989,126.886532,6,211,0,0,,15,499,2,10
2518,서울특별시 강서구 공항동,대룡드림타워-Ⅱ,공항대로 13,37.5618325,126.8089048,6,72,1,10,,10,152,2,10
2520,서울특별시 영등포구 영등포동6가,부자빌딩,영중로 69,37.52245485,126.904726,6,102,1,0,,18,253,1,0
2527,서울특별시 구로구 구로동,신동아미래지움오피스텔,구로동로47길 24-44,37.50001197,126.8805953,5,75,0,15,,10,199,0,28
2530,서울특별시 영등포구 영등포동2가,와이에이치빌리지,버드나루로3길 1,37.52096904,126.9119687,4,67,0,112,,10,155,0,244
2531,서울특별시 금천구 독산동,삼부르네상스플러스,시흥대로152길 11-43,37.4785698,126.9005374,3,90,0,0,,11,339,2,0
2535,서울특별시 금천구 가산동,유원블리스가산,두산로9길 85,37.47403432,126.8916487,4,76,0,0,,9,193,1,0
2539,서울특별시 양천구 신정동,에비앙빌딩,신월로 310,37.52114335,126.8553959,5,322,0,0,,13,832,14,0
2540,서울특별시 양천구 목동,에덴하이빌,목동중앙서로3길 13-1,37.53319745,126.8647994,0,314,0,0,,0,591,5,0
2544,서울특별시 강서구 화곡동,르미엘,화곡로 295,37.55081485,126.8484629,4,75,1,0,,4,202,2,0
2548,서울특별시 강서구 화곡동,화곡팰리스,강서로5가길 5,37.52902353,126.8478104,1,129,0,13,,4,402,2,13
2549,서울특별시 서대문구 홍은동,동림오벨리스크,가좌로 72,37.57993409,126.9288681,0,76,1,2,,0,270,2,28
2564,서울특별시 은평구 응암동,송원하이본,은평로 98,37.59947654,126.9188394,5,117,19,0,,16,312,20,0
2565,서울특별시 은평구 응암동,연일오피스텔,은평로8길 16-5,37.59891205,126.9197428,4,105,19,0,,14,293,19,0
2566,서울특별시 마포구 창전동,동원 스위트뷰,서강로 30,37.5458283,126.9312705,2,57,1,28,,3,129,2,132
2584,서울특별시 강동구 천호동,엘림스퀘어,천호대로161길 15,37.53800802,127.1288773,7,99,0,0,,14,277,0,0
2593,서울특별시 강동구 천호동,신구오피스텔,성안로 173,37.53848024,127.1356342,0,96,0,0,,10,306,0,0
2595,서울특별시 강동구 천호동,프라임빌딩,양재대로 1539,37.54316723,127.1416991,3,98,0,0,,7,303,0,0
2604,서울특별시 강서구 공항동,비엔비빌리지,공항대로2길 8,37.56103942,126.8084453,6,52,1,10,,19,134,2,10
2608,서울특별시 금천구 가산동,쏠시티 가산,가산로 145,37.47795484,126.8907223,17,93,0,0,,22,244,1,10
2609,서울특별시 금천구 가산동,(139-14),디지털로 209,37.47920088,126.8892103,14,88,0,2,,24,274,0,16
2610,서울특별시 영등포구 영등포동6가,현대하이츠,영신로40길 7,37.52153696,126.9022599,5,116,0,0,,16,251,1,0
2612,서울특별시 영등포구 영등포동2가,더 위일 중마루,버드나루로3길 11,37.52059503,126.9111206,4,84,0,64,,10,186,0,225
2622,서울특별시 영등포구 영등포동1가,여의도스퀘어,경인로108길 13,37.51749562,126.9116639,6,95,0,70,,15,287,7,190
2624,서울특별시 구로구 구로동,스타팰리스(603-9),경인로 572,37.50334151,126.8810906,4,48,0,27,,13,144,1,28
2627,서울특별시 금천구 시흥동,미림메르디앙,금하로5길 22,37.45432075,126.89793,7,43,0,0,,18,165,1,0
2629,서울특별시 금천구 독산동,체리빌2차,시흥대로123길 41,37.47112653,126.8959983,7,65,1,0,,12,243,2,0
2631,서울특별시 금천구 독산동,킹캐슬5차,두산로13길 39,37.47206311,126.8948551,5,79,1,0,,13,194,2,0
2632,서울특별시 금천구 독산동,리치하우스,가산로 67,37.47229168,126.8955502,5,80,1,0,,13,229,3,0
2634,서울특별시 구로구 오류동,아크로펠리스,경인로20나길 36,37.49458741,126.8419505,4,135,0,0,,6,348,1,0
2635,서울특별시 강서구 방화동,예담스카이뷰,방화동로5길 5,37.56381219,126.8100895,3,107,2,0,,8,216,3,13
2641,서울특별시 성동구 마장동,고운타워,고산자로 345,37.57041601,127.0373327,0,107,0,18,,3,254,3,57
2645,서울특별시 중구 황학동,다올노블리움A동,난계로21길 43,37.5703349,127.0210392,0,71,0,0,,5,212,107,0
2647,서울특별시 동대문구 장안동,케이타워,장한로 98,37.56929058,127.0701738,0,79,1,0,,1,184,2,3
2648,서울특별시 은평구 녹번동,녹번동오피스텔,통일로 633,37.60318474,126.9346577,5,51,1,0,,9,206,2,0
2652,서울특별시 중구 황학동,아미인,난계로11길 18-4,37.56628765,127.0228416,6,93,5,0,,10,330,17,0
2654,서울특별시 중랑구 망우동,한일써너스빌리젠시 2단지,용마산로115길 109,37.59766813,127.0944068,7,97,0,0,,12,259,0,14
2655,서울특별시 중구 황학동,소미골드라인Ⅱ,마장로18길 30,37.56657558,127.0230032,6,100,4,0,,10,320,17,0
2658,서울특별시 성동구 도선동,신한넥스텔,고산자로 269,37.56371796,127.0357605,2,151,0,17,,4,395,2,30
2659,서울특별시 성동구 행당동,서울숲 더샵,왕십리로 241,37.55637041,127.0402492,3,77,2,0,,4,186,3,11
2660,서울특별시 도봉구 방학동,북한산현대렉시온오피스텔,도봉로152길 16,37.66897752,127.0447773,6,3,1,0,,16,12,1,12
2662,서울특별시 용산구 문배동,삼라마이다스빌,백범로90라길 28,37.53834711,126.969048,7,105,0,26,,14,293,2,54
2663,서울특별시 도봉구 도봉동,퍼스트빌,도봉로165길 14,37.67743239,127.0440932,2,0,0,0,,15,0,1,0
2664,서울특별시 용산구 문배동,용산 리브,청파로 199,37.53755524,126.9705167,2,95,1,45,,13,217,1,56
2668,서울특별시 동대문구 신설동,드림빌리지 오피스텔,난계로 246,37.5734842,127.0235977,5,56,3,0,,11,204,3,0
2670,서울특별시 동대문구 휘경동,더좋은새마을금고,망우로 129,37.59195199,127.0671189,4,56,0,81,,6,147,0,174
2679,서울특별시 종로구 숭인동,경일오피스텔,난계로 259,37.57484645,127.0229861,9,76,3,0,,11,246,8,0
2680,서울특별시 강남구 수서동,수서현대벤쳐빌,밤고개로1길 10,37.48801673,127.1018485,7,80,4,10,,10,155,6,89
2683,서울특별시 송파구 삼전동,트리엘플레이스 잠실,백제고분로 218,37.50331396,127.0907551,3,83,0,0,,10,214,0,3
2685,서울특별시 강남구 삼성동,삼성동 파크엘나인,봉은사로 426,37.51075712,127.0467101,2,81,1,0,,6,302,2,0
2686,서울특별시 강남구 개포동,메트하임,개포로 504,37.48905931,127.0671776,4,57,8,0,,6,129,9,0
2689,서울특별시 관악구 봉천동,YK타워,남부순환로 1753-8,37.4825377,126.945161,3,136,0,0,,11,346,1,0
2699,서울특별시 영등포구 양평동2가,삼성코코빌,선유서로25길 34,37.52515291,126.882354,1,56,0,16,,4,132,4,23
2701,서울특별시 동작구 노량진동,한강큐브스테이트,노량진로 82,37.51291073,126.9348985,2,34,0,12,,7,98,1,86
2702,서울특별시 동작구 사당동,더원캐슬,남부순환로 2021-1,37.47648696,126.9733138,2,116,2,0,,5,304,2,0
2703,서울특별시 영등포구 양평동6가,선유도디와이파크,양평로28가길 39,37.54342694,126.8884178,3,47,0,46,,8,96,0,148
2705,서울특별시 영등포구 신길동,디에이원파크,도신로 255,37.5139403,126.9182244,5,104,12,0,,7,324,16,75
2706,서울특별시 관악구 남현동,개명빌딩,과천대로 933,37.47378803,126.9816281,7,90,0,5,,18,262,0,44
2707,서울특별시 영등포구 당산동6가,골드라인,당산로49길 9,37.53562963,126.9019553,6,85,0,49,,14,152,2,130
2711,서울특별시 관악구 신림동,K-VIEW TOWER,남부순환로 1590-21,37.4833438,126.9281209,6,152,0,0,,10,389,0,0
2718,서울특별시 영등포구 당산동,다빈치,국회대로55길 30,37.52779722,126.9076463,5,76,1,28,,11,157,2,134
2724,서울특별시 강서구 염창동,대명투웨니퍼스트,공항대로 653-5,37.54751144,126.8775108,4,128,0,19,,6,372,0,76
2731,서울특별시 서대문구 대현동,아리움Ⅰ,이화여대3길 29,37.55784507,126.9440262,6,108,0,0,,12,270,2,0
2732,서울특별시 서대문구 대현동,에스엠더포레스트1차,이화여대7길 36-5,37.55899423,126.9435358,6,99,1,0,,15,236,3,0
