NO,시군구,번지,본번,부번,단지명,전월세구분,전용면적(㎡),계약년월,계약일,보증금(만원),월세금(만원),층,건축년도,도로명,계약기간,계약구분,갱신요구권 사용,종전계약 보증금(만원),종전계약 월세(만원)
232,서울특별시 마포구 상암동,1596,1596,0,"상암DMC푸르지오시티, S-City",월세,18.24,202412,23,700,74,14,2017,월드컵북로54길 25,202502~202602,갱신,사용,700,70
233,서울특별시 마포구 성산동,592-5,592,5,상암 우남퍼스트빌스타,월세,16.79,202412,23,"4,000",58,8,2017,모래내로 5,202412~202612,신규,-,,
234,서울특별시 마포구 성산동,591-6,591,6,상암 퍼스티지 더올림 오피스텔,월세,17.14,202412,23,"2,000",71,10,2018,모래내로1길 17,202502~202602,갱신,-,"2,000",68
235,서울특별시 강서구 화곡동,Mar-72,72,3,우장산투웨니퍼스트,월세,38.67,202412,22,"3,000",95,7,2018,화곡로 252,202412~202612,신규,-,,
236,서울특별시 강서구 가양동,1480-1,1480,1,이스타빌2차,월세,26.28,202412,22,"1,000",57,10,2003,양천로57길 10-11,202412~202512,신규,-,,
239,서울특별시 강서구 화곡동,921-6,921,6,화곡SJ라벨라,월세,34.45,202412,22,"3,000",100,12,2022,곰달래로 72,202412~202512,신규,-,,
241,서울특별시 동대문구 전농동,620-15,620,15,청량리역 우남SL타워300,월세,39.1,202412,22,"5,000",180,18,2023,왕산로 186,202501~202601,신규,-,,
242,서울특별시 중구 쌍림동,106-14,106,14,남산 오렌지카운티,월세,18.49,202412,22,"7,000",70,9,2020,동호로 318,202501~202601,신규,-,,
243,서울특별시 동대문구 청량리동,02-07,2,7,(2-7),월세,19,202412,22,"11,300",3,7,2012,왕산로 295,202412~202612,신규,-,,
244,서울특별시 노원구 공릉동,670-11,670,11,로우폴리스,월세,22.99,202412,22,"8,000",10,6,2004,화랑로 449-7,202502~202701,신규,-,,
245,서울특별시 성동구 성수동2가,299-140,299,140,성수 더힐 센트럴파크뷰,전세,23.33,202412,22,"30,000",0,11,2022,성수일로12가길 6,202501~202701,신규,-,,
246,서울특별시 용산구 한강로2가,02-11,2,11,한강로 대우아이빌,전세,39.76,202412,22,"26,000",0,3,2004,한강대로43길 13,202502~202702,신규,-,,
247,서울특별시 송파구 방이동,Feb-46,46,2,사보이시티잠실,월세,18.56,202412,22,"21,600",10,19,2021,오금로11길 45,202501~202701,신규,-,,
249,서울특별시 강서구 마곡동,760-2,760,2,마곡나루역캐슬파크,월세,23.39,202412,22,"1,000",80,12,2016,마곡중앙로 161-1,202412~202512,신규,-,,
250,서울특별시 금천구 가산동,147-50,147,50,킹-캐슬,전세,27.82,202412,22,"25,700",0,4,2020,남부순환로112길 1-20,202501~202701,갱신,-,"25,700",0
255,서울특별시 영등포구 영등포동1가,Apr-75,75,4,메트로가든,전세,19.37,202412,22,"15,000",0,3,2013,경인로112길 4-7,202501~202701,신규,-,,
257,서울특별시 동작구 상도1동,522,522,0,상도 프라이드 522,월세,18.51,202412,22,"5,000",65,2,2020,매봉로 13,202412~202612,신규,-,,
258,서울특별시 강남구 청담동,Mar-46,46,3,(46-3),월세,17.53,202412,22,900,82,4,2003,학동로 437-6,202412~202512,신규,-,,
259,서울특별시 관악구 봉천동,63-17,63,17,THE LIME,월세,27.3,202412,22,"10,000",105,4,2021,행운1마길 40,202502~202702,신규,-,,
260,서울특별시 영등포구 신길동,22-5,22,5,대우 디오빌 골든뷰 오피스텔,월세,30.21,202412,22,"15,300",35,14,2004,영등포로57길 9,202501~202701,신규,-,,
261,서울특별시 관악구 신림동,1655-17,1655,17,G 밸리마인드,전세,17.57,202412,22,"19,600",0,7,2021,시흥대로 558-1,202501~202701,신규,-,,
262,서울특별시 관악구 신림동,529-4,529,4,(529-4),월세,31.43,202412,22,300,100,10,2024,난곡로 324,202412~202512,신규,-,,
263,서울특별시 관악구 봉천동,876-3,876,3,메이플스테이,월세,18.54,202412,22,"3,000",73,5,2017,남부순환로218길 18,202412~202512,신규,-,,
266,서울특별시 관악구 봉천동,865-2,865,2,세종오피스텔,전세,22.72,202412,21,"8,900",0,6,1990,관악로13길 25,202501~202701,신규,-,,
268,서울특별시 관악구 봉천동,731-1,731,1,칸타빌레7차,월세,15.56,202412,21,"12,500",27,10,2020,보라매로 25,202501~202601,갱신,-,"12,500",24
269,서울특별시 영등포구 문래동6가,Jan-34,34,1,문래크라운팰리스,전세,28.17,202412,21,"25,200",0,11,2018,문래로 33,202502~202702,신규,-,,
271,서울특별시 관악구 봉천동,912-16,912,16,YK서울대,월세,18.41,202412,21,"19,900",4,8,2020,남부순환로 1755,202502~202702,신규,-,,
274,서울특별시 강남구 자곡동,658,658,0,강남힐스테이트에코,월세,24.12,202412,21,"1,000",80,8,2014,자곡로 202,202412~202512,신규,-,,
275,서울특별시 강남구 자곡동,596,596,0,강남 더샵라르고,월세,23.98,202412,21,"15,700",10,7,2014,자곡로 201,202502~202702,신규,-,,
276,서울특별시 영등포구 당산동3가,398-1,398,1,당산파크뷰,월세,16.51,202412,21,"19,000",14,5,2022,당산로29길 1,202503~202703,신규,-,,
279,서울특별시 영등포구 신길동,235-6,235,6,신길리버스시티,전세,27.63,202412,21,"24,400",0,7,2021,신길로38길 16,202501~202701,신규,-,,
280,서울특별시 강남구 역삼동,677-4,677,4,역삼동 677-4 업무시설 (김창환),월세,28.76,202412,21,"22,500",10,8,2012,언주로93길 25,202502~202702,신규,-,,
281,서울특별시 영등포구 신길동,Oct-65,65,10,도노펠리체,전세,13.29,202412,21,"17,500",0,5,2019,영등포로 394,202501~202701,신규,-,,
282,서울특별시 강남구 역삼동,678-27,678,27,이지마루 역삼,월세,39.7,202412,21,"32,000",5,2,2018,테헤란로27길 8-14,202501~202701,신규,-,,
283,서울특별시 영등포구 당산동,121-200,121,200,휴브리지 빌딩,월세,27.85,202412,21,"17,500",20,2,2012,버드나루로 116,202502~202702,신규,-,,
284,서울특별시 강남구 역삼동,837-13,837,13,강남역 와이즈 플레이스,월세,23.87,202412,21,"20,700",8,9,2013,강남대로66길 14,202501~202701,신규,-,,
285,서울특별시 영등포구 당산동,121-75,121,75,소미골드라인III,전세,37.86,202412,21,"27,000",0,2,2019,버드나루로19길 8,202501~202701,신규,-,,
287,서울특별시 강동구 천호동,452-4,452,4,이안 강동 컴홈스테이,월세,34.78,202412,21,"2,000",130,6,2021,천호대로161길 7,202412~202612,신규,-,,
288,서울특별시 송파구 오금동,80-13,80,13,마나하임,전세,42.67,202412,21,"29,000",0,4,2017,마천로 119,202503~202703,신규,-,,
289,서울특별시 강동구 명일동,Feb-47,47,2,고덕역 갑을명가시티 오피스텔,월세,17.81,202412,21,"5,000",49,8,2018,동남로75길 27,202502~202602,신규,-,,
290,서울특별시 강동구 명일동,Mar-46,46,3,고덕역 대명벨리온,월세,21.31,202412,21,"5,000",55,12,2021,고덕로 266,202412~202612,신규,-,,
293,서울특별시 송파구 방이동,39,39,0,잠실 제니알,월세,23.57,202412,21,"1,000",120,15,2020,올림픽로34길 6,202412~202512,신규,-,,
295,서울특별시 송파구 방이동,47-13,47,13,보보스타워,월세,23.94,202412,21,"16,000",4,2,2004,오금로11길 49,202412~202612,갱신,사용,"17,000",0
296,서울특별시 송파구 방이동,Feb-43,43,2,잠실 트리움,월세,29.4,202412,21,"5,000",101,14,2019,오금로11길 43,202502~202602,신규,-,,
297,서울특별시 송파구 방이동,50,50,0,잠실엘퍼스트오피스텔,전세,18.07,202412,21,"20,250",0,12,2019,백제고분로51길 7,202502~202702,신규,-,,
300,서울특별시 송파구 문정동,652-4,652,4,힐스테이트에코문정,월세,20.79,202412,21,"1,000",90,11,2018,법원로4길 10,202502~202602,신규,-,,
301,서울특별시 송파구 문정동,652-5,652,5,문정 아이파크,전세,25.77,202412,21,"20,700",0,8,2017,법원로4길 6,202501~202701,갱신,-,"22,000",0
302,서울특별시 강동구 천호동,167-159,167,159,더존하우스,전세,57.72,202412,21,"30,500",0,6,2016,성안로27길 57-27,202502~202702,신규,-,,
303,서울특별시 강동구 길동,386-8,386,8,(386-8),월세,33.2,202412,21,"9,220",10,4,1990,천중로40길 78,202501~202701,신규,-,,
304,서울특별시 마포구 공덕동,12-98,12,98,공덕오피스타,월세,16.13,202412,21,"11,000",10,13,2013,만리재로 104,202502~202702,신규,-,,
305,서울특별시 강서구 등촌동,641-8,641,8,베르데하우스,월세,27.9,202412,21,"25,000",15,10,2021,화곡로64길 63,202502~202702,신규,-,,
306,서울특별시 마포구 도화동,556,556,0,에스케이허브그린,월세,27.79,202412,21,"18,900",10,16,2005,마포대로 73,202412~202508,갱신,사용,"19,000",8
307,서울특별시 강서구 등촌동,656-52,656,52,강서메트로칸,월세,17.31,202412,21,100,65,7,2013,공항대로45가길 11,202501~202504,신규,-,,
308,서울특별시 강서구 등촌동,649-12,649,12,더프라임,전세,28.33,202412,21,"35,000",0,7,2022,공항대로 505,-,-,-,,
309,서울특별시 마포구 노고산동,56-54,56,54,에스빌,월세,25.83,202412,21,"7,000",21,2,2003,신촌로12길 53,202501~202701,신규,-,,
310,서울특별시 양천구 목동,607-17,607,17,월드파크빌,월세,24.11,202412,21,"18,000",23,4,2014,목동중앙북로7나길 33,202501~202701,신규,-,,
312,서울특별시 마포구 염리동,164-4,164,4,삼부골든타워,월세,32.5,202412,21,"1,000",88,2,2003,독막로 295,202502~202602,갱신,-,"1,000",84
314,서울특별시 강서구 화곡동,403-7,403,7,(403-7),월세,23.94,202412,21,"1,000",50,4,2000,강서로 146,202502~202702,신규,-,,
317,서울특별시 마포구 성산동,590-5,590,5,상암월드시티,월세,16.52,202412,21,"3,500",43,12,2014,월드컵로34길 13,202501~202601,갱신,-,"3,500",42
322,서울특별시 마포구 합정동,473,473,0,마포 한강 2차 푸르지오,월세,23.43,202412,21,"1,000",110,29,2016,월드컵로3길 14,202501~202601,신규,-,,
327,서울특별시 마포구 공덕동,26-7,26,7,백상프로포즈오피스텔,전세,49,202412,21,"30,000",0,10,2012,만리재로 105,202502~202702,신규,-,,
328,서울특별시 도봉구 창동,744-1,744,1,(744-1),전세,29.79,202412,21,"13,500",0,2,2016,마들로16길 20,202502~202702,신규,-,,
329,서울특별시 동대문구 답십리동,498-7,498,7,청계G well estates,월세,26.46,202412,21,"1,000",66,5,2012,사가정로 6,202502~202702,신규,-,,
330,서울특별시 성동구 용답동,229-11,229,11,용답동 큐브스테이트,월세,18.78,202412,21,"18,900",4,8,2020,자동차시장1길 35,202502~202702,신규,-,,
333,서울특별시 성동구 용답동,228-8,228,8,더 마크,전세,33.58,202412,21,"27,000",0,6,2020,자동차시장1길 25,202501~202701,신규,-,,
334,서울특별시 강북구 수유동,Aug-92,92,8,어반빌리움 수유,월세,17.01,202412,21,"1,000",65,15,2021,도봉로 277,202412~202512,신규,-,,
335,서울특별시 성동구 용답동,238-12,238,12,서희스타힐스리버파크,월세,20.21,202412,21,"1,000",55,11,2016,가람길 287,202412~202512,신규,-,,
336,서울특별시 광진구 화양동,20-10,20,10,더하우스인,월세,36.28,202412,21,"16,000",55,6,2018,광나루로14길 24,202502~202702,신규,-,,
337,서울특별시 종로구 종로5가,138-4,138,4,종로5가역 하이뷰더광장,전세,18.97,202412,21,"23,000",0,8,2022,종로 210,202502~202702,신규,-,,
338,서울특별시 동대문구 신설동,100-26,100,26,포레스트힐시티,월세,17.96,202412,21,"1,000",80,10,2018,청계천로 443,202412~202512,신규,-,,
339,서울특별시 동대문구 장안동,415-10,415,10,글로벌팰리스,전세,35.27,202412,21,"26,000",0,4,2019,천호대로 385,202502~202702,신규,-,,
340,서울특별시 광진구 중곡동,341-3,341,3,아뜰리에,전세,17.83,202412,21,"19,500",0,3,2018,능동로38길 38,202502~202702,신규,-,,
341,서울특별시 동대문구 답십리동,497-9,497,9,젠트리움,전세,16.2,202412,21,"17,500",0,14,2020,천호대로 249,202502~202702,신규,-,,
342,서울특별시 중랑구 상봉동,88-46,88,46,경운오피스텔,월세,26.07,202412,21,400,65,4,2004,상봉로25나길 19,202501~202701,신규,-,,
343,서울특별시 성동구 송정동,81-16,81,16,송정동센스빌오피스텔,월세,30.92,202412,21,"1,000",105,4,2003,광나루로 237,202412~202612,신규,-,,
344,서울특별시 중구 황학동,1496,1496,0,밸류 에스엘,전세,43.56,202412,21,"26,000",0,3,2017,난계로15길 42-4,202502~202702,신규,-,,
345,서울특별시 중구 황학동,819,819,0,황학동 복합시설(DUO302),월세,22.52,202412,21,"1,000",73,5,2014,난계로 169,202412~202512,신규,-,,
346,서울특별시 중랑구 신내동,835,835,0,베네스트로프트(BENEST LOFT),전세,29.9,202412,21,"23,000",0,2,2021,용마산로 636,202502~202702,신규,-,,
347,서울특별시 동대문구 이문동,255-190,255,190,수아주캠퍼스빌,전세,17.39,202412,21,"17,000",0,10,2019,이문로 166,202502~202702,신규,-,,
348,서울특별시 동대문구 답십리동,498-5,498,5,메트로팰리스,월세,20.22,202412,21,"1,000",47,7,2005,천호대로 247,202412~202512,신규,-,,
349,서울특별시 도봉구 창동,630-10,630,10,창동 북한산드림시티 2차,월세,28.05,202412,21,"5,000",80,14,2020,도봉로110라길 70-4,202502~202702,신규,-,,
350,서울특별시 성동구 행당동,287-15,287,15,왕십리역이스타빌,월세,21.91,202412,21,"1,000",75,10,2006,왕십리로 309,202502~202602,신규,-,,
351,서울특별시 동대문구 용두동,130-24,130,24,아마르타워,월세,21.34,202412,21,"2,000",80,9,2023,왕산로 67,202412~202512,갱신,-,"1,000",80
356,서울특별시 성북구 동선동1가,85-65,85,65,.,전세,16.97,202412,21,"8,400",0,4,2013,동소문로24길 36,202501~202701,신규,-,,
357,서울특별시 용산구 문배동,11-10,11,10,용산KCC웰츠타워,전세,29.33,202412,21,"24,800",0,3,2015,백범로90길 90,202501~202701,신규,-,,
358,서울특별시 동대문구 전농동,620-27,620,27,청량리 창보리버리치 1차,전세,28.48,202412,21,"28,300",0,8,2020,답십리로1길 39-5,202502~202702,신규,-,,
359,서울특별시 동대문구 전농동,100-1,100,1,다스하우스,전세,14.7,202412,21,"10,400",0,6,2018,왕산로 294,202501~202701,신규,-,,
360,서울특별시 동대문구 전농동,620-6,620,6,청량리역 렉스프라임,전세,18.44,202412,21,"22,500",0,10,2023,왕산로 190,202502~202702,신규,-,,
362,서울특별시 용산구 문배동,24-4,24,4,용산큐브,전세,17.46,202412,21,"18,000",0,4,2013,백범로90길 12,202501~202701,신규,-,,
363,서울특별시 영등포구 영등포동1가,20-1,20,1,대승프린스텔,전세,24.51,202412,21,"11,800",0,6,2001,경인로114길 26,202501~202701,신규,-,,
364,서울특별시 금천구 시흥동,992-65,992,65,산들파크빌5,월세,23.88,202412,21,"7,000",15,3,2005,시흥대로57길 19-37,202501~202701,신규,-,,
365,서울특별시 금천구 시흥동,883-11,883,11,금천리메인시티,전세,22.86,202412,21,"14,000",0,13,2018,시흥대로 224,202501~202701,신규,-,,
369,서울특별시 강서구 마곡동,758-3,758,3,마곡헤리움2차,월세,22.51,202412,21,"1,000",75,9,2016,마곡중앙5로1길 25,202501~202601,신규,-,,
371,서울특별시 금천구 가산동,234-41,234,41,가산더블레스,전세,17.72,202412,21,"18,700",0,4,2020,가산로5길 15,202502~202702,신규,-,,
372,서울특별시 금천구 독산동,302-4,302,4,시에나11,전세,26.05,202412,21,"23,800",0,7,2024,두산로9길 27,202501~202701,신규,-,,
373,서울특별시 구로구 신도림동,276-32,276,32,골든애비뉴,월세,17.77,202412,21,"10,650",5,6,2014,경인로67나길 45,202502~202702,신규,-,,
375,서울특별시 구로구 구로동,186-7,186,7,예성유토피아,전세,40.68,202412,21,"26,000",0,3,2005,도림천로 446,202502~202702,신규,-,,
376,서울특별시 구로구 구로동,104-3,104,3,그린플러스 구로 해담채3,월세,17.35,202412,21,"10,400",15,9,2014,가마산로27길 11-15,202501~202701,신규,-,,
377,서울특별시 구로구 구로동,May-44,44,5,비즈트위트 레인보우,월세,19.61,202412,21,"9,880",20,14,2012,공원로6길 25,202502~202702,갱신,-,"10,150",16
378,서울특별시 구로구 구로동,Oct-98,98,10,비즈트위트 그린,월세,18.11,202412,21,"11,300",5,8,2012,구로중앙로18길 23,202502~202702,신규,-,,
379,서울특별시 구로구 구로동,650-4,650,4,SK 허브수 ,전세,59.12,202412,21,"30,000",0,4,2005,구일로10길 27,202502~202702,신규,-,,
380,서울특별시 금천구 가산동,535-7,535,7,G밸리 하우스디 어반,월세,19.37,202412,20,"13,000",10,9,2019,서부샛길 714,202501~202701,신규,-,,
381,서울특별시 금천구 독산동,1000-5,1000,5,아크로타워Ⅱ,전세,22.1,202412,20,"22,500",0,12,2022,벚꽃로 154-1,202501~202701,신규,-,,
384,서울특별시 금천구 가산동,233-5,233,5,가산센트럴 푸르지오시티,월세,17.62,202412,20,"11,900",15,14,2020,디지털로10길 69,202501~202701,신규,-,,
385,서울특별시 금천구 시흥동,113-7,113,7,더블레스제이,월세,34.91,202412,20,"27,000",6,3,2020,시흥대로77길 30,202502~202702,신규,-,,
388,서울특별시 구로구 구로동,Aug-44,44,8,비즈트위트 오렌지,월세,14.48,202412,20,100,55,14,2013,공원로6가길 8,202412~202503,신규,-,,
